toolName,famille,discipline,total_respondants_discipline,count,fractionOfUse,percentageOfUse
ChemBioDraw,autre,Médecine,3803,0,NaN,NaN
ChemBioDraw,autre,Arts et Lettres,3154,0,NaN,NaN
ChemBioDraw,autre,Droit,505,0,NaN,NaN
Atlas TI,autre,Sciences sociales et économie,6353,0.5,NaN,NaN
Atlas TI,autre,Sciences de la vie,5162,0,NaN,NaN
Atlas TI,autre,Médecine,3803,0,NaN,NaN
Atlas TI,autre,Arts et Lettres,3154,1.5,NaN,NaN
Atlas TI,autre,Droit,505,0,NaN,NaN
Citavi,autre,Sciences sociales et économie,6353,9,NaN,NaN
Citavi,autre,Sciences de la vie,5162,0,NaN,NaN
Citavi,autre,Médecine,3803,0.5,NaN,NaN
Citavi,autre,Arts et Lettres,3154,8,NaN,NaN
Citavi,autre,Droit,505,1,NaN,NaN
Keynote,autre,Sciences sociales et économie,6353,0,NaN,NaN
Keynote,autre,Sciences de la vie,5162,1,NaN,NaN
Keynote,autre,Médecine,3803,1,NaN,NaN
Keynote,autre,Arts et Lettres,3154,2,NaN,NaN
Keynote,autre,Droit,505,0,NaN,NaN
Workflowy,autre,Sciences sociales et économie,6353,1,NaN,NaN
Workflowy,autre,Sciences de la vie,5162,0,NaN,NaN
Workflowy,autre,Médecine,3803,0,NaN,NaN
Workflowy,autre,Arts et Lettres,3154,0,NaN,NaN
Workflowy,autre,Droit,505,0,NaN,NaN
wiki,balisage et texte brut,Sciences sociales et économie,6353,1,NaN,NaN
wiki,balisage et texte brut,Sciences de la vie,5162,3,NaN,NaN
wiki,balisage et texte brut,Médecine,3803,2,NaN,NaN
wiki,balisage et texte brut,Arts et Lettres,3154,0,NaN,NaN
wiki,balisage et texte brut,Droit,505,0,NaN,NaN
TeX,format/éditeur apparenté à TeX,Sciences sociales et économie,6353,0,NaN,NaN
TeX,format/éditeur apparenté à TeX,Sciences de la vie,5162,2,NaN,NaN
TeX,format/éditeur apparenté à TeX,Médecine,3803,0,NaN,NaN
TeX,format/éditeur apparenté à TeX,Arts et Lettres,3154,0,NaN,NaN
TeX,format/éditeur apparenté à TeX,Droit,505,0,NaN,NaN
Ginger Translate,balisage et texte brut,Sciences sociales et économie,6353,0,NaN,NaN
Ginger Translate,balisage et texte brut,Sciences de la vie,5162,1,NaN,NaN
Ginger Translate,balisage et texte brut,Médecine,3803,0,NaN,NaN
Ginger Translate,balisage et texte brut,Arts et Lettres,3154,0,NaN,NaN
Ginger Translate,balisage et texte brut,Droit,505,0,NaN,NaN
Alternote,format/éditeur apparenté à TeX,Sciences sociales et économie,6353,0,NaN,NaN
Alternote,format/éditeur apparenté à TeX,Sciences de la vie,5162,0,NaN,NaN
Alternote,format/éditeur apparenté à TeX,Médecine,3803,0,NaN,NaN
Alternote,format/éditeur apparenté à TeX,Arts et Lettres,3154,1,NaN,NaN
Alternote,format/éditeur apparenté à TeX,Droit,505,0,NaN,NaN
MS OneNote,autres bureautique (wysiwyg),Sciences sociales et économie,6353,9.95,NaN,NaN
MS OneNote,autres bureautique (wysiwyg),Sciences de la vie,5162,4.65,NaN,NaN
MS OneNote,autres bureautique (wysiwyg),Médecine,3803,1.7,NaN,NaN
MS OneNote,autres bureautique (wysiwyg),Arts et Lettres,3154,5.65,NaN,NaN
MS OneNote,autres bureautique (wysiwyg),Droit,505,0.2,NaN,NaN
table editors,autre,Sciences sociales et économie,6353,0,NaN,NaN
table editors,autre,Sciences de la vie,5162,0,NaN,NaN
table editors,autre,Médecine,3803,0,NaN,NaN
table editors,autre,Arts et Lettres,3154,0,NaN,NaN
table editors,autre,Droit,505,0,NaN,NaN
graph editors,autre,Sciences sociales et économie,6353,0,NaN,NaN
graph editors,autre,Sciences de la vie,5162,0,NaN,NaN
graph editors,autre,Médecine,3803,0,NaN,NaN
graph editors,autre,Arts et Lettres,3154,0,NaN,NaN
graph editors,autre,Droit,505,0,NaN,NaN
InkScape,autre,Sciences sociales et économie,6353,0,NaN,NaN
InkScape,autre,Sciences de la vie,5162,4,NaN,NaN
InkScape,autre,Médecine,3803,2,NaN,NaN
InkScape,autre,Arts et Lettres,3154,0,NaN,NaN
InkScape,autre,Droit,505,0,NaN,NaN
Git,autre,Sciences sociales et économie,6353,1,NaN,NaN
Git,autre,Sciences de la vie,5162,2,NaN,NaN
Git,autre,Médecine,3803,0,NaN,NaN
Git,autre,Arts et Lettres,3154,1,NaN,NaN
Git,autre,Droit,505,0,NaN,NaN
Manuscript,autre,Sciences sociales et économie,6353,0,NaN,NaN
Manuscript,autre,Sciences de la vie,5162,3,NaN,NaN
Manuscript,autre,Médecine,3803,0,NaN,NaN
Manuscript,autre,Arts et Lettres,3154,0.5,NaN,NaN
Manuscript,autre,Droit,505,0.5,NaN,NaN
text editor,balisage et texte brut,Sciences sociales et économie,6353,5.333333333333333,NaN,NaN
text editor,balisage et texte brut,Sciences de la vie,5162,3.8333333333333335,NaN,NaN
text editor,balisage et texte brut,Médecine,3803,2.333333333333333,NaN,NaN
text editor,balisage et texte brut,Arts et Lettres,3154,4,NaN,NaN
text editor,balisage et texte brut,Droit,505,1,NaN,NaN
Leo,autre,Sciences sociales et économie,6353,0,NaN,NaN
Leo,autre,Sciences de la vie,5162,0.3333333333333333,NaN,NaN
Leo,autre,Médecine,3803,0,NaN,NaN
Leo,autre,Arts et Lettres,3154,0,NaN,NaN
Leo,autre,Droit,505,0,NaN,NaN
Write,autre,Sciences sociales et économie,6353,0,NaN,NaN
Write,autre,Sciences de la vie,5162,0,NaN,NaN
Write,autre,Médecine,3803,0,NaN,NaN
Write,autre,Arts et Lettres,3154,0,NaN,NaN
Write,autre,Droit,505,0,NaN,NaN
Adobe Acrobat Pro,autre,Sciences sociales et économie,6353,2.333333333333333,NaN,NaN
Adobe Acrobat Pro,autre,Sciences de la vie,5162,1.3333333333333333,NaN,NaN
Adobe Acrobat Pro,autre,Médecine,3803,0,NaN,NaN
Adobe Acrobat Pro,autre,Arts et Lettres,3154,1.8333333333333333,NaN,NaN
Adobe Acrobat Pro,autre,Droit,505,0,NaN,NaN
Google Earth,autre,Sciences sociales et économie,6353,0,NaN,NaN
Google Earth,autre,Sciences de la vie,5162,0,NaN,NaN
Google Earth,autre,Médecine,3803,0,NaN,NaN
Google Earth,autre,Arts et Lettres,3154,1,NaN,NaN
Google Earth,autre,Droit,505,0,NaN,NaN
iPhoto,,Sciences sociales et économie,6353,0,NaN,NaN
iPhoto,,Sciences de la vie,5162,0,NaN,NaN
iPhoto,,Médecine,3803,0,NaN,NaN
iPhoto,,Arts et Lettres,3154,1,NaN,NaN
iPhoto,,Droit,505,0,NaN,NaN
CVS (Concurrent Versions System),,Sciences sociales et économie,6353,0.3333333333333333,NaN,NaN
CVS (Concurrent Versions System),,Sciences de la vie,5162,0,NaN,NaN
CVS (Concurrent Versions System),,Médecine,3803,0,NaN,NaN
CVS (Concurrent Versions System),,Arts et Lettres,3154,0.3333333333333333,NaN,NaN
CVS (Concurrent Versions System),,Droit,505,0,NaN,NaN
knitr,,Sciences sociales et économie,6353,1,NaN,NaN
knitr,,Sciences de la vie,5162,5,NaN,NaN
knitr,,Médecine,3803,1.5,NaN,NaN
knitr,,Arts et Lettres,3154,1,NaN,NaN
knitr,,Droit,505,0,NaN,NaN
Numbers,,Sciences sociales et économie,6353,3,NaN,NaN
Numbers,,Sciences de la vie,5162,0,NaN,NaN
Numbers,,Médecine,3803,0,NaN,NaN
Numbers,,Arts et Lettres,3154,0,NaN,NaN
Numbers,,Droit,505,0,NaN,NaN
HTML editor,autre,Sciences sociales et économie,6353,0,NaN,NaN
HTML editor,autre,Sciences de la vie,5162,2,NaN,NaN
HTML editor,autre,Médecine,3803,0,NaN,NaN
HTML editor,autre,Arts et Lettres,3154,1,NaN,NaN
HTML editor,autre,Droit,505,0,NaN,NaN
Wordpress,autre,Sciences sociales et économie,6353,2.5,NaN,NaN
Wordpress,autre,Sciences de la vie,5162,1,NaN,NaN
Wordpress,autre,Médecine,3803,0,NaN,NaN
Wordpress,autre,Arts et Lettres,3154,2.5,NaN,NaN
Wordpress,autre,Droit,505,0,NaN,NaN
Omeka,,Sciences sociales et économie,6353,0,NaN,NaN
Omeka,,Sciences de la vie,5162,0,NaN,NaN
Omeka,,Médecine,3803,0,NaN,NaN
Omeka,,Arts et Lettres,3154,1,NaN,NaN
Omeka,,Droit,505,0,NaN,NaN
SVN (Subversion),,Sciences sociales et économie,6353,0,NaN,NaN
SVN (Subversion),,Sciences de la vie,5162,0,NaN,NaN
SVN (Subversion),,Médecine,3803,0,NaN,NaN
SVN (Subversion),,Arts et Lettres,3154,0,NaN,NaN
SVN (Subversion),,Droit,505,0,NaN,NaN
GitLab,,Sciences sociales et économie,6353,0,NaN,NaN
GitLab,,Sciences de la vie,5162,0,NaN,NaN
GitLab,,Médecine,3803,0,NaN,NaN
GitLab,,Arts et Lettres,3154,0,NaN,NaN
GitLab,,Droit,505,0,NaN,NaN
neooffice,,Sciences sociales et économie,6353,0,NaN,NaN
neooffice,,Sciences de la vie,5162,0,NaN,NaN
neooffice,,Médecine,3803,0,NaN,NaN
neooffice,,Arts et Lettres,3154,1,NaN,NaN
neooffice,,Droit,505,0,NaN,NaN
OnlyOffice,,Sciences sociales et économie,6353,0,NaN,NaN
OnlyOffice,,Sciences de la vie,5162,1,NaN,NaN
OnlyOffice,,Médecine,3803,0,NaN,NaN
OnlyOffice,,Arts et Lettres,3154,0,NaN,NaN
OnlyOffice,,Droit,505,0,NaN,NaN
Nisus Writer,,Sciences sociales et économie,6353,4,NaN,NaN
Nisus Writer,,Sciences de la vie,5162,0,NaN,NaN
Nisus Writer,,Médecine,3803,1,NaN,NaN
Nisus Writer,,Arts et Lettres,3154,2.5,NaN,NaN
Nisus Writer,,Droit,505,0,NaN,NaN
institutional cloud server,,Sciences sociales et économie,6353,0,NaN,NaN
institutional cloud server,,Sciences de la vie,5162,1,NaN,NaN
institutional cloud server,,Médecine,3803,0,NaN,NaN
institutional cloud server,,Arts et Lettres,3154,0,NaN,NaN
institutional cloud server,,Droit,505,0,NaN,NaN
WPS,,Sciences sociales et économie,6353,0,NaN,NaN
WPS,,Sciences de la vie,5162,2.5,NaN,NaN
WPS,,Médecine,3803,1.5,NaN,NaN
WPS,,Arts et Lettres,3154,1,NaN,NaN
WPS,,Droit,505,0,NaN,NaN
computer,,Sciences sociales et économie,6353,0,NaN,NaN
computer,,Sciences de la vie,5162,0,NaN,NaN
computer,,Médecine,3803,1,NaN,NaN
computer,,Arts et Lettres,3154,0,NaN,NaN
computer,,Droit,505,0,NaN,NaN
scan,,Sciences sociales et économie,6353,0,NaN,NaN
scan,,Sciences de la vie,5162,0,NaN,NaN
scan,,Médecine,3803,1,NaN,NaN
scan,,Arts et Lettres,3154,0,NaN,NaN
scan,,Droit,505,0,NaN,NaN
MDL ISIS Draw,,Sciences sociales et économie,6353,0,NaN,NaN
MDL ISIS Draw,,Sciences de la vie,5162,0,NaN,NaN
MDL ISIS Draw,,Médecine,3803,0,NaN,NaN
MDL ISIS Draw,,Arts et Lettres,3154,0,NaN,NaN
MDL ISIS Draw,,Droit,505,0,NaN,NaN
gVim,balisage et texte brut,Sciences sociales et économie,6353,0,NaN,NaN
gVim,balisage et texte brut,Sciences de la vie,5162,0,NaN,NaN
gVim,balisage et texte brut,Médecine,3803,0,NaN,NaN
gVim,balisage et texte brut,Arts et Lettres,3154,0,NaN,NaN
gVim,balisage et texte brut,Droit,505,0,NaN,NaN
BBEdit,,Sciences sociales et économie,6353,2,NaN,NaN
BBEdit,,Sciences de la vie,5162,1,NaN,NaN
BBEdit,,Médecine,3803,0,NaN,NaN
BBEdit,,Arts et Lettres,3154,1,NaN,NaN
BBEdit,,Droit,505,0,NaN,NaN
Adobe,,Sciences sociales et économie,6353,3,NaN,NaN
Adobe,,Sciences de la vie,5162,0,NaN,NaN
Adobe,,Médecine,3803,2,NaN,NaN
Adobe,,Arts et Lettres,3154,3,NaN,NaN
Adobe,,Droit,505,0,NaN,NaN
Mindmanager,,Sciences sociales et économie,6353,1.5,NaN,NaN
Mindmanager,,Sciences de la vie,5162,1,NaN,NaN
Mindmanager,,Médecine,3803,0,NaN,NaN
Mindmanager,,Arts et Lettres,3154,0,NaN,NaN
Mindmanager,,Droit,505,0.5,NaN,NaN
Power point image conversion format,,Sciences sociales et économie,6353,0,NaN,NaN
Power point image conversion format,,Sciences de la vie,5162,1,NaN,NaN
Power point image conversion format,,Médecine,3803,0,NaN,NaN
Power point image conversion format,,Arts et Lettres,3154,0,NaN,NaN
Power point image conversion format,,Droit,505,0,NaN,NaN
SourceTree,,Sciences sociales et économie,6353,0,NaN,NaN
SourceTree,,Sciences de la vie,5162,0,NaN,NaN
SourceTree,,Médecine,3803,0,NaN,NaN
SourceTree,,Arts et Lettres,3154,0,NaN,NaN
SourceTree,,Droit,505,0,NaN,NaN
ImageJ,,Sciences sociales et économie,6353,0,NaN,NaN
ImageJ,,Sciences de la vie,5162,1,NaN,NaN
ImageJ,,Médecine,3803,0,NaN,NaN
ImageJ,,Arts et Lettres,3154,0,NaN,NaN
ImageJ,,Droit,505,0,NaN,NaN
Typewriter online,,Sciences sociales et économie,6353,0,NaN,NaN
Typewriter online,,Sciences de la vie,5162,0,NaN,NaN
Typewriter online,,Médecine,3803,0,NaN,NaN
Typewriter online,,Arts et Lettres,3154,1,NaN,NaN
Typewriter online,,Droit,505,0,NaN,NaN
Vim,balisage et texte brut,Sciences sociales et économie,6353,0,NaN,NaN
Vim,balisage et texte brut,Sciences de la vie,5162,1.6666666666666665,NaN,NaN
Vim,balisage et texte brut,Médecine,3803,1.8333333333333333,NaN,NaN
Vim,balisage et texte brut,Arts et Lettres,3154,1.3333333333333333,NaN,NaN
Vim,balisage et texte brut,Droit,505,0,NaN,NaN
Docear,,Sciences sociales et économie,6353,1,NaN,NaN
Docear,,Sciences de la vie,5162,0,NaN,NaN
Docear,,Médecine,3803,1,NaN,NaN
Docear,,Arts et Lettres,3154,1,NaN,NaN
Docear,,Droit,505,0,NaN,NaN
Byword,,Sciences sociales et économie,6353,1,NaN,NaN
Byword,,Sciences de la vie,5162,0,NaN,NaN
Byword,,Médecine,3803,0,NaN,NaN
Byword,,Arts et Lettres,3154,2,NaN,NaN
Byword,,Droit,505,0,NaN,NaN
iWork,,Sciences sociales et économie,6353,1,NaN,NaN
iWork,,Sciences de la vie,5162,0.5,NaN,NaN
iWork,,Médecine,3803,0,NaN,NaN
iWork,,Arts et Lettres,3154,0,NaN,NaN
iWork,,Droit,505,0,NaN,NaN
Nota Bene,,Sciences sociales et économie,6353,0,NaN,NaN
Nota Bene,,Sciences de la vie,5162,0,NaN,NaN
Nota Bene,,Médecine,3803,0,NaN,NaN
Nota Bene,,Arts et Lettres,3154,3,NaN,NaN
Nota Bene,,Droit,505,0,NaN,NaN
Ulysses,balisage et texte brut,Sciences sociales et économie,6353,9.833333333333334,NaN,NaN
Ulysses,balisage et texte brut,Sciences de la vie,5162,0.3333333333333333,NaN,NaN
Ulysses,balisage et texte brut,Médecine,3803,1,NaN,NaN
Ulysses,balisage et texte brut,Arts et Lettres,3154,6.5,NaN,NaN
Ulysses,balisage et texte brut,Droit,505,0.3333333333333333,NaN,NaN
EasyBib,,Sciences sociales et économie,6353,0,NaN,NaN
EasyBib,,Sciences de la vie,5162,0,NaN,NaN
EasyBib,,Médecine,3803,0,NaN,NaN
EasyBib,,Arts et Lettres,3154,1,NaN,NaN
EasyBib,,Droit,505,0,NaN,NaN
Google Scholar,autre,Sciences sociales et économie,6353,0,NaN,NaN
Google Scholar,autre,Sciences de la vie,5162,0,NaN,NaN
Google Scholar,autre,Médecine,3803,0,NaN,NaN
Google Scholar,autre,Arts et Lettres,3154,1,NaN,NaN
Google Scholar,autre,Droit,505,0,NaN,NaN
institutional collaboration environment,,Sciences sociales et économie,6353,0,NaN,NaN
institutional collaboration environment,,Sciences de la vie,5162,0,NaN,NaN
institutional collaboration environment,,Médecine,3803,0,NaN,NaN
institutional collaboration environment,,Arts et Lettres,3154,1,NaN,NaN
institutional collaboration environment,,Droit,505,0,NaN,NaN
Scribus,autre,Sciences sociales et économie,6353,0.3333333333333333,NaN,NaN
Scribus,autre,Sciences de la vie,5162,1,NaN,NaN
Scribus,autre,Médecine,3803,0,NaN,NaN
Scribus,autre,Arts et Lettres,3154,1.3333333333333333,NaN,NaN
Scribus,autre,Droit,505,0,NaN,NaN
MS Paint,autre,Sciences sociales et économie,6353,2,NaN,NaN
MS Paint,autre,Sciences de la vie,5162,0.5,NaN,NaN
MS Paint,autre,Médecine,3803,1,NaN,NaN
MS Paint,autre,Arts et Lettres,3154,0.5,NaN,NaN
MS Paint,autre,Droit,505,0,NaN,NaN
iA Writer,balisage et texte brut,Sciences sociales et économie,6353,0.5,NaN,NaN
iA Writer,balisage et texte brut,Sciences de la vie,5162,2.8333333333333335,NaN,NaN
iA Writer,balisage et texte brut,Médecine,3803,0,NaN,NaN
iA Writer,balisage et texte brut,Arts et Lettres,3154,3,NaN,NaN
iA Writer,balisage et texte brut,Droit,505,0,NaN,NaN
MacDown,balisage et texte brut,Sciences sociales et économie,6353,0,NaN,NaN
MacDown,balisage et texte brut,Sciences de la vie,5162,2,NaN,NaN
MacDown,balisage et texte brut,Médecine,3803,0,NaN,NaN
MacDown,balisage et texte brut,Arts et Lettres,3154,0,NaN,NaN
MacDown,balisage et texte brut,Droit,505,0,NaN,NaN
Scientific Workplace,format/éditeur apparenté à TeX,Sciences sociales et économie,6353,6,NaN,NaN
Scientific Workplace,format/éditeur apparenté à TeX,Sciences de la vie,5162,0,NaN,NaN
Scientific Workplace,format/éditeur apparenté à TeX,Médecine,3803,0,NaN,NaN
Scientific Workplace,format/éditeur apparenté à TeX,Arts et Lettres,3154,0,NaN,NaN
Scientific Workplace,format/éditeur apparenté à TeX,Droit,505,0,NaN,NaN
blog,autre,Sciences sociales et économie,6353,0.16666666666666666,NaN,NaN
blog,autre,Sciences de la vie,5162,0.16666666666666666,NaN,NaN
blog,autre,Médecine,3803,0.16666666666666666,NaN,NaN
blog,autre,Arts et Lettres,3154,0.16666666666666666,NaN,NaN
blog,autre,Droit,505,0,NaN,NaN
FrameMaker,,Sciences sociales et économie,6353,0,NaN,NaN
FrameMaker,,Sciences de la vie,5162,0,NaN,NaN
FrameMaker,,Médecine,3803,0,NaN,NaN
FrameMaker,,Arts et Lettres,3154,0,NaN,NaN
FrameMaker,,Droit,505,0,NaN,NaN
Aquamacs,balisage et texte brut,Sciences sociales et économie,6353,0,NaN,NaN
Aquamacs,balisage et texte brut,Sciences de la vie,5162,0,NaN,NaN
Aquamacs,balisage et texte brut,Médecine,3803,0,NaN,NaN
Aquamacs,balisage et texte brut,Arts et Lettres,3154,0,NaN,NaN
Aquamacs,balisage et texte brut,Droit,505,0,NaN,NaN
Grapher,,Sciences sociales et économie,6353,0,NaN,NaN
Grapher,,Sciences de la vie,5162,0.5,NaN,NaN
Grapher,,Médecine,3803,0,NaN,NaN
Grapher,,Arts et Lettres,3154,0,NaN,NaN
Grapher,,Droit,505,0,NaN,NaN
Writer,autres bureautique (wysiwyg),Sciences sociales et économie,6353,0,NaN,NaN
Writer,autres bureautique (wysiwyg),Sciences de la vie,5162,0,NaN,NaN
Writer,autres bureautique (wysiwyg),Médecine,3803,1,NaN,NaN
Writer,autres bureautique (wysiwyg),Arts et Lettres,3154,1,NaN,NaN
Writer,autres bureautique (wysiwyg),Droit,505,0,NaN,NaN
Blender,,Sciences sociales et économie,6353,0,NaN,NaN
Blender,,Sciences de la vie,5162,0,NaN,NaN
Blender,,Médecine,3803,0,NaN,NaN
Blender,,Arts et Lettres,3154,0,NaN,NaN
Blender,,Droit,505,0,NaN,NaN
Notepad,balisage et texte brut,Sciences sociales et économie,6353,1.5,NaN,NaN
Notepad,balisage et texte brut,Sciences de la vie,5162,1.8333333333333333,NaN,NaN
Notepad,balisage et texte brut,Médecine,3803,1.5,NaN,NaN
Notepad,balisage et texte brut,Arts et Lettres,3154,3.8333333333333335,NaN,NaN
Notepad,balisage et texte brut,Droit,505,0,NaN,NaN
DocOnce,balisage et texte brut,Sciences sociales et économie,6353,0,NaN,NaN
DocOnce,balisage et texte brut,Sciences de la vie,5162,0,NaN,NaN
DocOnce,balisage et texte brut,Médecine,3803,0,NaN,NaN
DocOnce,balisage et texte brut,Arts et Lettres,3154,0,NaN,NaN
DocOnce,balisage et texte brut,Droit,505,0,NaN,NaN
Q10,balisage et texte brut,Sciences sociales et économie,6353,0.5,NaN,NaN
Q10,balisage et texte brut,Sciences de la vie,5162,0,NaN,NaN
Q10,balisage et texte brut,Médecine,3803,0,NaN,NaN
Q10,balisage et texte brut,Arts et Lettres,3154,0.5,NaN,NaN
Q10,balisage et texte brut,Droit,505,0,NaN,NaN
OpenDoc,autres bureautique (wysiwyg),Sciences sociales et économie,6353,0,NaN,NaN
OpenDoc,autres bureautique (wysiwyg),Sciences de la vie,5162,0,NaN,NaN
OpenDoc,autres bureautique (wysiwyg),Médecine,3803,0,NaN,NaN
OpenDoc,autres bureautique (wysiwyg),Arts et Lettres,3154,0,NaN,NaN
OpenDoc,autres bureautique (wysiwyg),Droit,505,0,NaN,NaN
Paper,,Sciences sociales et économie,6353,2.333333333333333,NaN,NaN
Paper,,Sciences de la vie,5162,0.3333333333333333,NaN,NaN
Paper,,Médecine,3803,0,NaN,NaN
Paper,,Arts et Lettres,3154,1.3333333333333333,NaN,NaN
Paper,,Droit,505,0,NaN,NaN
MS Picture,autre,Sciences sociales et économie,6353,0,NaN,NaN
MS Picture,autre,Sciences de la vie,5162,0,NaN,NaN
MS Picture,autre,Médecine,3803,1,NaN,NaN
MS Picture,autre,Arts et Lettres,3154,0,NaN,NaN
MS Picture,autre,Droit,505,0,NaN,NaN
Mathematica,,Sciences sociales et économie,6353,0.41666666666666663,NaN,NaN
Mathematica,,Sciences de la vie,5162,0.16666666666666666,NaN,NaN
Mathematica,,Médecine,3803,0.41666666666666663,NaN,NaN
Mathematica,,Arts et Lettres,3154,0.16666666666666666,NaN,NaN
Mathematica,,Droit,505,0.25,NaN,NaN
Leafpad,balisage et texte brut,Sciences sociales et économie,6353,0,NaN,NaN
Leafpad,balisage et texte brut,Sciences de la vie,5162,0,NaN,NaN
Leafpad,balisage et texte brut,Médecine,3803,0,NaN,NaN
Leafpad,balisage et texte brut,Arts et Lettres,3154,0,NaN,NaN
Leafpad,balisage et texte brut,Droit,505,0,NaN,NaN
Asciidoc,balisage et texte brut,Sciences sociales et économie,6353,0,NaN,NaN
Asciidoc,balisage et texte brut,Sciences de la vie,5162,0,NaN,NaN
Asciidoc,balisage et texte brut,Médecine,3803,0,NaN,NaN
Asciidoc,balisage et texte brut,Arts et Lettres,3154,1,NaN,NaN
Asciidoc,balisage et texte brut,Droit,505,0,NaN,NaN
OfficeSuite Pro,autres bureautique (wysiwyg),Sciences sociales et économie,6353,1,NaN,NaN
OfficeSuite Pro,autres bureautique (wysiwyg),Sciences de la vie,5162,0,NaN,NaN
OfficeSuite Pro,autres bureautique (wysiwyg),Médecine,3803,0,NaN,NaN
OfficeSuite Pro,autres bureautique (wysiwyg),Arts et Lettres,3154,0,NaN,NaN
OfficeSuite Pro,autres bureautique (wysiwyg),Droit,505,0,NaN,NaN
ArcView,,Sciences sociales et économie,6353,1,NaN,NaN
ArcView,,Sciences de la vie,5162,0,NaN,NaN
ArcView,,Médecine,3803,0,NaN,NaN
ArcView,,Arts et Lettres,3154,0,NaN,NaN
ArcView,,Droit,505,0,NaN,NaN
Snipping Tool,,Sciences sociales et économie,6353,1,NaN,NaN
Snipping Tool,,Sciences de la vie,5162,0,NaN,NaN
Snipping Tool,,Médecine,3803,0,NaN,NaN
Snipping Tool,,Arts et Lettres,3154,0,NaN,NaN
Snipping Tool,,Droit,505,0,NaN,NaN
MS Sharepoint,autres bureautique (wysiwyg),Sciences sociales et économie,6353,1,NaN,NaN
MS Sharepoint,autres bureautique (wysiwyg),Sciences de la vie,5162,0.5,NaN,NaN
MS Sharepoint,autres bureautique (wysiwyg),Médecine,3803,0.5,NaN,NaN
MS Sharepoint,autres bureautique (wysiwyg),Arts et Lettres,3154,0.5,NaN,NaN
MS Sharepoint,autres bureautique (wysiwyg),Droit,505,0,NaN,NaN
Google Keep,balisage et texte brut,Sciences sociales et économie,6353,0,NaN,NaN
Google Keep,balisage et texte brut,Sciences de la vie,5162,0,NaN,NaN
Google Keep,balisage et texte brut,Médecine,3803,1,NaN,NaN
Google Keep,balisage et texte brut,Arts et Lettres,3154,0,NaN,NaN
Google Keep,balisage et texte brut,Droit,505,0,NaN,NaN
oXygen XML editor,balisage et texte brut,Sciences sociales et économie,6353,0,NaN,NaN
oXygen XML editor,balisage et texte brut,Sciences de la vie,5162,1,NaN,NaN
oXygen XML editor,balisage et texte brut,Médecine,3803,0,NaN,NaN
oXygen XML editor,balisage et texte brut,Arts et Lettres,3154,2,NaN,NaN
oXygen XML editor,balisage et texte brut,Droit,505,0,NaN,NaN
TeXStudio,format/éditeur apparenté à TeX,Sciences sociales et économie,6353,0,NaN,NaN
TeXStudio,format/éditeur apparenté à TeX,Sciences de la vie,5162,0,NaN,NaN
TeXStudio,format/éditeur apparenté à TeX,Médecine,3803,0,NaN,NaN
TeXStudio,format/éditeur apparenté à TeX,Arts et Lettres,3154,0,NaN,NaN
TeXStudio,format/éditeur apparenté à TeX,Droit,505,0,NaN,NaN
memo pad,balisage et texte brut,Sciences sociales et économie,6353,0,NaN,NaN
memo pad,balisage et texte brut,Sciences de la vie,5162,0,NaN,NaN
memo pad,balisage et texte brut,Médecine,3803,0,NaN,NaN
memo pad,balisage et texte brut,Arts et Lettres,3154,1,NaN,NaN
memo pad,balisage et texte brut,Droit,505,0,NaN,NaN
mi,,Sciences sociales et économie,6353,0,NaN,NaN
mi,,Sciences de la vie,5162,0,NaN,NaN
mi,,Médecine,3803,0,NaN,NaN
mi,,Arts et Lettres,3154,1,NaN,NaN
mi,,Droit,505,0,NaN,NaN
Sakura Editor,balisage et texte brut,Sciences sociales et économie,6353,0,NaN,NaN
Sakura Editor,balisage et texte brut,Sciences de la vie,5162,0,NaN,NaN
Sakura Editor,balisage et texte brut,Médecine,3803,0,NaN,NaN
Sakura Editor,balisage et texte brut,Arts et Lettres,3154,1,NaN,NaN
Sakura Editor,balisage et texte brut,Droit,505,0,NaN,NaN
Scratchpad,balisage et texte brut,Sciences sociales et économie,6353,0,NaN,NaN
Scratchpad,balisage et texte brut,Sciences de la vie,5162,1,NaN,NaN
Scratchpad,balisage et texte brut,Médecine,3803,0,NaN,NaN
Scratchpad,balisage et texte brut,Arts et Lettres,3154,0,NaN,NaN
Scratchpad,balisage et texte brut,Droit,505,0,NaN,NaN
BibTeX,format/éditeur apparenté à TeX,Sciences sociales et économie,6353,1,NaN,NaN
BibTeX,format/éditeur apparenté à TeX,Sciences de la vie,5162,0,NaN,NaN
BibTeX,format/éditeur apparenté à TeX,Médecine,3803,0,NaN,NaN
BibTeX,format/éditeur apparenté à TeX,Arts et Lettres,3154,0,NaN,NaN
BibTeX,format/éditeur apparenté à TeX,Droit,505,0,NaN,NaN
JabRef,,Sciences sociales et économie,6353,0,NaN,NaN
JabRef,,Sciences de la vie,5162,0.5,NaN,NaN
JabRef,,Médecine,3803,0.5,NaN,NaN
JabRef,,Arts et Lettres,3154,0,NaN,NaN
JabRef,,Droit,505,0,NaN,NaN
SPSS,,Sciences sociales et économie,6353,3,NaN,NaN
SPSS,,Sciences de la vie,5162,0,NaN,NaN
SPSS,,Médecine,3803,0,NaN,NaN
SPSS,,Arts et Lettres,3154,0,NaN,NaN
SPSS,,Droit,505,0,NaN,NaN
